True,hybrid,Elsevier BV,10.1016/j.biocon.2016.10.006
True,green,Elsevier BV,10.1016/j.jclepro.2016.09.005
True,green,Elsevier BV,10.1016/j.medengphy.2016.10.014
True,green,Elsevier BV,10.1016/j.visres.2017.01.006
True,hybrid,Elsevier BV,10.1016/j.foodpol.2016.12.001
True,gold,Elsevier BV,10.1016/j.jksues.2014.06.001
True,hybrid,Elsevier BV,10.1016/j.ecoleng.2017.07.012
True,green,Elsevier BV,10.1016/j.tics.2017.05.009
True,green,Elsevier BV,10.1016/j.asoc.2017.01.034
True,hybrid,Elsevier BV,10.1016/j.ecolecon.2017.04.028
True,green,Elsevier BV,10.1016/j.apgeochem.2016.11.014
True,green,Elsevier BV,10.1016/j.jenvman.2016.11.080
True,gold,Elsevier BV,10.1016/j.pmedr.2016.11.012
True,green,Elsevier BV,10.1016/j.ijhydene.2016.05.203
True,green,Elsevier BV,10.1016/j.foodcont.2017.01.011
True,hybrid,Elsevier BV,10.1016/j.gr.2017.02.011
True,green,Elsevier BV,10.1016/j.brainres.2017.03.013
True,hybrid,Elsevier BV,10.1016/j.jglr.2017.07.005
True,gold,Elsevier BV,10.1016/j.gsf.2017.05.002
True,green,Elsevier BV,10.1016/j.concog.2017.03.007
True,green,Elsevier BV,10.1016/j.aca.2017.08.023
True,hybrid,Elsevier BV,10.1016/j.jconhyd.2017.08.011
True,gold,Elsevier BV,10.1016/j.pmedr.2017.02.004
True,hybrid,Elsevier BV,10.1016/j.jqsrt.2016.04.025
True,hybrid,Elsevier BV,10.1016/j.strusafe.2017.03.002
True,green,Elsevier BV,10.1016/j.robot.2017.09.010
True,green,Elsevier BV,10.1016/j.brainres.2017.08.025
True,green,Elsevier BV,10.1016/j.ajo.2016.12.021
True,green,Elsevier BV,10.1016/j.asoc.2016.09.042
True,green,Elsevier BV,10.1016/j.jsc.2016.07.004
True,green,Elsevier BV,10.1016/j.engappai.2017.07.004
True,green,Elsevier BV,10.1016/j.cej.2017.07.167
True,green,Elsevier BV,10.1016/j.arr.2016.11.004
True,green,Elsevier BV,10.1016/j.jbiomech.2016.12.027
True,green,Elsevier BV,10.1016/j.jneumeth.2017.04.008
True,green,Elsevier BV,10.1016/j.marpol.2017.03.004
True,hybrid,Elsevier BV,10.1016/j.robot.2016.10.016
True,hybrid,Elsevier BV,10.1016/j.firesaf.2017.03.081
True,green,Elsevier BV,10.1016/j.jco.2017.03.003
True,green,Elsevier BV,10.1016/j.clinph.2016.11.001
True,hybrid,Elsevier BV,10.1016/j.optom.2016.05.001
True,green,Elsevier BV,10.1016/j.ipl.2016.09.011
True,green,Elsevier BV,10.1016/j.tcs.2017.01.030
True,green,Elsevier BV,10.1016/j.jglr.2017.03.018
True,green,Elsevier BV,10.1016/j.ic.2017.01.009
True,green,Elsevier BV,10.1016/j.enpol.2017.07.019
True,green,Elsevier BV,10.1016/j.jclepro.2017.08.088
True,hybrid,Elsevier BV,10.1016/j.jmva.2017.07.008
True,hybrid,Elsevier BV,10.1016/j.jmbbm.2017.06.029
True,green,Elsevier BV,10.1016/j.ejc.2016.10.009
True,green,Elsevier BV,10.1016/j.jcss.2017.05.011
True,green,Elsevier BV,10.1016/j.pocean.2016.10.012
True,green,Elsevier BV,10.1016/j.ipl.2016.08.006
True,green,Elsevier BV,10.1016/j.wre.2017.02.005
True,green,Elsevier BV,10.1016/j.apenergy.2017.03.023
True,hybrid,Elsevier BV,10.1016/j.proeng.2017.08.107
True,gold,Elsevier BV,10.1016/j.jma.2017.09.002
True,green,Elsevier BV,10.1016/j.brainres.2017.08.016
True,green,Elsevier BV,10.1016/j.aop.2017.08.008
True,green,Elsevier BV,10.1016/j.jsc.2016.11.015
True,gold,Elsevier BV,10.1016/j.csite.2017.05.002
True,green,Elsevier BV,10.1016/j.visres.2016.11.001
True,hybrid,Elsevier BV,10.1016/j.apmr.2017.02.032
True,green,Elsevier BV,10.1016/j.jfi.2017.05.003
True,green,Elsevier BV,10.1016/j.disc.2016.08.026
True,green,Elsevier BV,10.1016/j.jeconom.2016.12.003
True,green,Elsevier BV,10.1016/j.aim.2017.04.020
True,green,Elsevier BV,10.1016/j.aim.2017.04.008
True,hybrid,Elsevier BV,10.1016/j.optom.2016.03.003
True,green,Elsevier BV,10.1016/j.jmaa.2016.08.002
True,green,Elsevier BV,10.1016/j.amepre.2017.01.038
True,green,Elsevier BV,10.1016/j.carbon.2017.03.096
True,green,Elsevier BV,10.1016/j.enganabound.2017.07.023
True,green,Elsevier BV,10.1016/j.comgeo.2017.07.001
True,green,Elsevier BV,10.1016/j.chroma.2017.01.007
True,green,Elsevier BV,10.1016/j.jmaa.2017.01.060
True,hybrid,Elsevier BV,10.1016/j.proeng.2017.06.219
True,green,Elsevier BV,10.1016/j.jmva.2017.02.005
True,green,Elsevier BV,10.1016/j.jalgebra.2017.04.004
True,gold,Elsevier BV,10.1016/j.emcon.2017.01.003
True,green,Elsevier BV,10.1016/j.tcs.2017.02.012
True,green,Elsevier BV,10.1016/j.ejc.2016.12.005
True,hybrid,Elsevier BV,10.1016/j.procir.2017.01.012
True,hybrid,Elsevier BV,10.1016/j.optom.2016.04.006
True,hybrid,Elsevier BV,10.1016/j.egypro.2017.03.1269
True,hybrid,Elsevier BV,10.1016/j.egypro.2017.03.1472
True,green,Elsevier BV,10.1016/j.jalgebra.2017.06.005
True,green,Elsevier BV,10.1016/j.jfa.2017.06.024
True,green,Elsevier BV,10.1016/j.jat.2017.07.002
True,green,Elsevier BV,10.1016/j.ejc.2017.06.026
True,hybrid,Elsevier BV,10.1016/j.jelekin.2017.07.001
True,hybrid,Elsevier BV,10.1016/j.proeng.2017.06.231
True,green,Elsevier BV,10.1016/j.indag.2016.11.008
True,green,Elsevier BV,10.1016/j.jmaa.2017.01.027
True,green,Elsevier BV,10.1016/j.jlamp.2016.02.005
True,green,Elsevier BV,10.1016/j.ic.2016.06.007
True,hybrid,Elsevier BV,10.1016/j.egypro.2017.07.444
True,hybrid,Elsevier BV,10.1016/j.egypro.2017.07.442
True,green,Elsevier BV,10.1016/S0034-4877%2818%2930005-3
